ksource,keywords,knum,nsource,nnum,title,url
ENTERPRISE,갤럭시,1,NAVER,1,'갤럭시A51'은 미리보는 '갤럭시S11',https://view.asiae.co.kr/article/2019120908224252352
ENTERPRISE,갤럭시,1,NAVER,2,"플친폰, 갤럭시노트10 가격 20만원대 특가 및 갤럭시S10 5G, LG V50S 연말 행...",http://www.newsrep.co.kr/news/articleView.html?idxno=102021
ENTERPRISE,갤럭시,1,NAVER,3,내년 2월 출시 갤럭시S11 시리즈 엿보기,http://www.inews24.com/view/1227692
ENTERPRISE,갤럭시,1,NAVER,4,"지엔히어링, 갤럭시 S10과 다이렉트 스트리밍 가능 보청기 무선 기능 선봬",http://www.datanet.co.kr/news/articleView.html?idxno=140179
ENTERPRISE,갤럭시,1,NAVER,5,"삼성, 12일 베트남서 '첫 인덕션' 갤럭시A51 공개",http://www.newsian.co.kr/news/articleView.html?idxno=38357
ENTERPRISE,갤럭시,1,DAUM,1,'갤럭시A51'은 미리보는 '갤럭시S11',http://v.media.daum.net/v/20191209082306393
ENTERPRISE,갤럭시,1,DAUM,2,"갤럭시 S11, 어떤 모습으로 출시될까?",http://v.media.daum.net/v/20191209162706556
ENTERPRISE,갤럭시,1,DAUM,3,내년 2월 출시 갤럭시S11 시리즈 엿보기,http://v.media.daum.net/v/20191209060031498
ENTERPRISE,갤럭시,1,DAUM,4,갤럭시A51 추정사진 잇단 등장.. '아이폰 닮았네',http://v.media.daum.net/v/20191207081958754
ENTERPRISE,갤럭시,1,DAUM,5,"삼성의 첫 인덕션폰 '갤럭시A51', 베트남서 베일 벗는다",http://v.media.daum.net/v/20191209152950507
ENTERPRISE,갤럭시,1,Google,1,"갤럭시 노트10+ & 아이폰 11 프로 맥스, 직접 써보고 분석한 ...",https://hypebeast.kr/2019/12/samsung-galaxy-note-10-plus-apple-iphone-11-pro-max-camera-review
ENTERPRISE,갤럭시,1,Google,2,"갤럭시, '9년 연속' 브랜드 가치 1위… '유니클로' 탈락 위기",http://moneys.mt.co.kr/news/mwView.php?no=2019120814408069063&type=4&code=w0402&MTN
ENTERPRISE,갤럭시,1,Google,3,"""5G와 갤럭시 제품 체험해보세요""",https://m.sedaily.com/NewsView/1VRZT4AUED
ENTERPRISE,갤럭시,1,Google,4,갤럭시 S10 라이트와 노트10 라이트 유출 소식,https://byline.network/2019/12/06-17/
ENTERPRISE,갤럭시,1,Google,5,"삼성 갤럭시S11+, 역대 최대 5000mAh 배터리 탑재한다",http://www.newsian.co.kr/news/articleView.html?idxno=38311
